,names,Run Time,imdb_score,val,Writer,film
23552,Top Secret!,1 hour 30 minutes,7.2,66K,David Zucker,Du sollst hören
23553,Despicable Me,"$69,000,000 (estimated)",7.6,535K,Chris Renaud,"Seapower - Die Geschichte der Kriegsschiffe, Teil 1"
23554,Minions,"$74,000,000 (estimated)",6.4,231K,Pierre Coffin,Marriage Symphony
23555,White Chicks,"$37,000,000 (estimated)",5.7,143K,Keenen Ivory Wayans,Penrod
23556,Who Framed Roger Rabbit,"$70,000,000 (estimated)",7.7,198K,Gary K. Wolf,Weona Loca
23557,Despicable Me 3,1 hour 29 minutes,6.2,130K,Pierre Coffin,Rocco: Sex Analyst 6
23558,Adventures in Babysitting,"$7,000,000 (estimated)",6.9,44K,David Simkins,El barco sale a las diez
23559,My Cousin Vinny,"$11,000,000 (estimated)",7.6,122K,Dale Launer,Calypso
23560,The Naked Gun: From the Files of Police Squad!,"$12,000,000 (estimated)",7.6,167K,Jerry Zucker,団地への招待
23561,Chicago,"$45,000,000 (estimated)",7.2,228K,Bill Condon,เพลงแบบประภาส - Concert
23562,Despicable Me 2,1 hour 38 minutes,7.3,393K,Chris Renaud,The 49th Man
23563,Horrible Bosses,"$35,000,000 (estimated)",6.9,444K,Michael Markowitz,TurboFire - Fire 55 EZ Class & Stretch 10 Class
23564,Weekend at Bernie's,1 hour 37 minutes,6.4,56K,Robert Klane,Sex Camorra
23565,Man of the House,1 hour 40 minutes,5.4,24K,John J. McLaughlin,Volbeat: Live At Rock Am Ring
23566,The Devil's Rejects,"$7,000,000 (estimated)",6.7,99K,Rob Zombie,AAA Triplemanía XXVIII
23567,Going in Style,1 hour 36 minutes,6.6,85K,Theodore Melfi,Ebony Amateurs 2
23568,Seven Psychopaths,1 hour 50 minutes,7.1,255K,Martin McDonagh,Searching For New Beatles
23569,Twins,"$15,000,000 (estimated)",6.1,123K,Will Davies,Underfed
23570,The Texas Chainsaw Massacre,"$9,500,000 (estimated)",6.2,141K,Kim Henkel,Whip Smart
23571,Raising Arizona,"$6,000,000 (estimated)",7.3,138K,Ethan Coen,Not as a Stranger
23572,Pink Flamingos,"$10,000 (estimated)",6,24K,John Waters,Alex
23573,Super Troopers,1 hour 40 minutes,7,104K,Jay Chandrasekhar,Sarah Young Private Fantasies 4
23574,Airheads,1 hour 32 minutes,6.1,51K,Rich Wilkes,Girly Gang Bang 3: The Return of Christine Young
23575,Queenpins,1 hour 50 minutes,6.3,13K,Gita Pullapilly,Fornication 101: 5th Semester
23576,The Hangover Part III,1 hour 40 minutes,5.8,312K,Todd Phillips,Bud and Lou
23577,Get Hard,"$40,000,000 (estimated)",6,135K,Jay Martel,The Bedspread
23578,My Blue Heaven,1 hour 37 minutes,6.2,21K,Nora Ephron,Big Tits in Uniform 4
23579,Scoob!,1 hour 33 minutes,5.6,26K,Adam Sztykiel,Flash.card
23580,Female Trouble,1 hour 29 minutes,7.1,9.4K,John Waters,A Guy Named Joe
23581,Starsky & Hutch,1 hour 41 minutes,6.1,147K,William Blinn,Izdırap Şarkısı
23582,101 Dalmatians,1 hour 43 minutes,5.7,111K,Dodie Smith,The Very Hungry Caterpillar
23583,Go,1 hour 42 minutes,7.2,71K,John August,WWE Bragging Rights 2009
23584,A Fish Called Wanda,"$7,500,000 (estimated)",7.5,141K,John Cleese,"Turkey, the Legacy of Silence"
23585,Home Alone 2: Lost in New York,"$28,000,000 (estimated)",6.8,347K,John Hughes,Mermaids' Lament
23586,Horrible Bosses 2,"$42,000,000 (estimated)",6.3,171K,Sean Anders,The Speckled Band
23587,How to Steal a Million,"$6,000,000 (estimated)",7.5,27K,George Bradshaw,I Defended a Woman
23588,Naked Gun 33 1/3: The Final Insult,1 hour 23 minutes,6.5,104K,Pat Proft,Belinda
23589,Intolerable Cruelty,"$60,000,000 (estimated)",6.3,97K,Ethan Coen,A Woman's Way
23590,Half Baked,1 hour 22 minutes,6.6,63K,Dave Chappelle,The Whitest Boy Alive Mini Documentary
23591,Sugar & Spice,1 hour 21 minutes,5.7,14K,Mandy Nelson,It's A Schoolgirl Thing
23592,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$3,800,000 (estimated)",6.5,55K,Shawn Wayans,Self
23593,The Comeback Trail,1 hour 44 minutes,5.7,8.1K,George Gallo,Fury Pro Grappling 3
23594,Fun with Dick and Jane,1 hour 30 minutes,6.1,145K,Judd Apatow,Butyrka Prison Castle
23595,Analyze This,"$80,000,000 (estimated)",6.7,153K,Kenneth Lonergan,Dust On Our Hearts
23596,Phenomena,"$3,800,000 (estimated)",6.7,26K,Dario Argento,Hay que zurrar a los pobres
23597,Ace Ventura: When Nature Calls,"$30,000,000 (estimated)",6.4,215K,Jack Bernstein,I will probably die anonymous
23598,The Pink Panther,"$10,878,107",7.1,52K,Maurice Richlin,Haridas
23599,The Maltese Falcon,"$375,000 (estimated)",8,157K,John Huston,A Gentle Noise Between the Lines
23600,Joker: Part II,not-released,5.4,37,Bob Kane,The Real Apes of the Planet
23601,Song of the Thin Man,1 hour 26 minutes,6.9,5.1K,Steve Fisher,Without Reservations
23602,"See No Evil, Hear No Evil",1 hour 43 minutes,6.8,54K,Earl Barret,Trial by Fire
23603,The Whole Nine Yards,1 hour 38 minutes,6.7,120K,Mitchell Kapner,Bellator 94
23604,Dirty Rotten Scoundrels,"$42,039,085",7.4,71K,Dale Launer,ニッチェ第2回単独ライブ「アイスキャンデー」
23605,Heartbreakers,2 hours 3 minutes,6.2,54K,Robert Dunn,Decision
23606,New York Minute,"$30,000,000 (estimated)",4.9,23K,Emily Fox,Demon House: The Lost Footage
23607,Badhaai Do,2 hours 27 minutes,7.1,16K,Suman Adhikary,Marbles
23608,The Naked Gun 2½: The Smell of Fear,1 hour 25 minutes,6.9,113K,Jim Abrahams,駿河遊侠傳 賭場荒し
23609,Beavis and Butt-Head Do America,1 hour 21 minutes,6.8,56K,Mike de Seve,"The Last ""Faltz"""
23610,The Mexican,"$57,000,000 (estimated)",6.1,108K,J.H. Wyman,Rosmersholm
23611,Fanboys,"$3,900,000 (estimated)",6.5,59K,Ernest Cline,The Best of the Best
23612,Stir Crazy,1 hour 51 minutes,6.7,28K,Bruce Jay Friedman,Bosomy College Girl
23613,Blank Check,"$13,000,000 (estimated)",5.2,21K,Blake Snyder,The White Stripes: White Blood Cells XX
23614,Fletch,1 hour 38 minutes,6.9,52K,Gregory McDonald,Friend Like Me
23615,Little Man,1 hour 38 minutes,4.4,55K,Keenen Ivory Wayans,Paraguaçu
23616,Gigli,"$54,000,000 (estimated)",2.6,49K,Martin Brest,Montreux Comedy Festival - La Boum
23617,Holmes & Watson,1 hour 30 minutes,3.9,36K,Etan Cohen,"Mein Mann, das Wirtschaftswunder"
23618,Corky Romano,1 hour 26 minutes,4.7,13K,David Garrett,Sex Voyage
23619,The Loved Ones,"$358,399",6.6,41K,Sean Byrne,American Porn
23620,Life of Crime,1 hour 38 minutes,5.8,19K,Daniel Schechter,St.George
23621,Muppets Most Wanted,"$50,000,000 (estimated)",6.4,34K,James Bobin,Brawo mistrzu
23622,Bugsy Malone,1 hour 33 minutes,6.8,18K,Alan Parker,The Bedroom Chronicles
23623,Dragnet,"$20,000,000 (estimated)",6,34K,Dan Aykroyd,Frolinat
23624,Johnny Dangerously,1 hour 30 minutes,6.5,15K,Norman Steinberg,Realidades de humo
23625,Married to the Mob,1 hour 44 minutes,6.2,18K,Barry Strugatz,Wedding Day
23626,Oscar,1 hour 49 minutes,6.5,32K,Claude Magnier,Liza
23627,Ruthless People,1 hour 33 minutes,6.9,28K,David Zucker,Vamos a encontrarnos
23628,Extract,"$8,000,000 (estimated)",6.1,48K,Mike Judge,"Ali, Boobie and the 40-D's"
23629,Miss Willoughby and the Haunted Bookshop,1 hour 30 minutes,5.2,595,Philippe Martinez,Red Queen
23630,The Return of the Pink Panther,1 hour 53 minutes,7,27K,Frank Waldman,The Waste Land
23631,Big Momma's House 2,1 hour 39 minutes,4.7,43K,Don Rhymer,PAWG: Phat Ass White Girls 9
23632,Analyze That,"$60,000,000 (estimated)",5.9,86K,Kenneth Lonergan,El Hilo Dorado
23633,The Thin Man Goes Home,1 hour 40 minutes,7.3,5.6K,Robert Riskin,The Forgotten One
23634,Sesame Street,not-released,no-rating,0,Joan Ganz Cooney,Fake Agent UK 14
23635,Scoob!: Holiday Haunt,not-released,no-rating,0,Michael Kurinsky,Shapoklyak
23636,Malibu's Most Wanted,1 hour 26 minutes,5.2,20K,Fax Bahr,Miles Davis – What's Love Got to Do with It
23637,Super Troopers 2,1 hour 39 minutes,6,26K,Jay Chandrasekhar,Total War: Inside Yesterdays Enemy
23638,Bullets Over Broadway,1 hour 38 minutes,7.4,39K,Woody Allen,Anna und das Familiengespenst
23639,Saving Silverman,"$22,000,000 (estimated)",5.8,41K,Hank Nelken,Casa do silencio
23640,Drop Dead Sexy,not-released,4.8,2.6K,Paul Doiron,Spinners
23641,Once Upon a Crime...,1 hour 34 minutes,5.8,4.7K,Rodolfo Sonego,I Want to Go on Living
23642,Eating Raoul,1 hour 30 minutes,6.8,8.2K,Paul Bartel,Pulmonary Medicine 1 of 2
23643,Let's Go to Prison,"$4,630,045",5.9,25K,Robert Ben Garant,Stories of the Argentine West
23644,A Life Less Ordinary,1 hour 43 minutes,6.3,36K,John Hodge,Monterey Pop: The Outtake Performances
23645,Baby Geniuses,"$12,000,000 (estimated)",2.5,27K,Steven Paul,Soul of the Sea
23646,After the Thin Man,1 hour 52 minutes,7.6,11K,Frances Goodrich,Традиционно Шопен
23647,Bushwhacked,"$7,919,823",5.6,6.3K,John Jordan,Guns N' Roses: Rock in Rio 2017
23648,Absolutely Fabulous: The Movie,1 hour 31 minutes,5.4,13K,Jennifer Saunders,Kafka's Monkey
23649,An Evening with Beverly Luff Linn,1 hour 48 minutes,5.8,5.6K,Jim Hosking,Ta-ra-ra-dyin Pot-pot
23650,Mickey Blue Eyes,1 hour 42 minutes,5.9,37K,Carl Gottlieb,Guitar
23651,Blood for Dust,not-released,no-rating,0,Rod Blackhurst,Metallica: [2015] Reading and Leeds Festival
23652,Police Academy: Mission to Moscow,1 hour 23 minutes,3.4,34K,Neal Israel,Sneaky Sex 33
23653,Just Getting Started,1 hour 31 minutes,4.5,7.3K,Ron Shelton,Recoil
23654,The Waiter,not-released,6.1,990,Steve Krikris,Till Death Do Us Part
23655,Police Academy 5: Assignment: Miami Beach,1 hour 30 minutes,4.5,36K,Neal Israel,Threeways: The Strap-On Sessions
23656,Serious Moonlight,1 hour 21 minutes,5.3,8.4K,Adrienne Shelly,Digital Dissidents
23657,Drowning Mona,1 hour 36 minutes,5.7,15K,Peter Steinfeld,Washing Our Hands
23658,Tough Guys,1 hour 44 minutes,6.2,7.3K,James Orr,The Rocket from Calabuch
23659,Keeping Mum,"$169,000 (estimated)",6.8,35K,Richard Russo,Eve
23660,Scoop,1 hour 36 minutes,6.6,84K,Woody Allen,Virgin Mary
23661,Tragedy Girls,1 hour 38 minutes,6,10K,Chris Lee Hill,Strife with Father
23662,Max Keeble's Big Move,1 hour 26 minutes,5.4,8.1K,David L. Watts,Smile 61
23663,Stretch,1 hour 34 minutes,6.5,31K,Joe Carnahan,Teens on Sex Carnage 4
23664,What's the Worst That Could Happen?,1 hour 34 minutes,5.4,16K,Donald E. Westlake,Find Your Man
23665,Lucky Numbers,1 hour 45 minutes,5,11K,Adam Resnick,O Rio Negro São as Pessoas
23666,Cheech and Chong's Next Movie,"$41,675,194",6,14K,Tommy Chong,Slutty side-gig
23667,Sightseers,"£1,300,000 (estimated)",6.5,29K,Alice Lowe,I Met a Girl
23668,"Confess, Fletch",not-released,no-rating,0,Zev Borow,Unforgettable: The Korean War
23669,The Great Muppet Caper,1 hour 37 minutes,7.1,15K,Tom Patchett,Bangkitnya Suster Gepeng
23670,Fallen Angel,1 hour 38 minutes,7,5.6K,Harry Kleiner,The Masque of the Red Death
23671,The Pink Panther Strikes Again,1 hour 43 minutes,7.2,30K,Frank Waldman,UNTOLD: The Cost of Being a YouTuber
23672,High School High,"$21,302,121",5.5,13K,David Zucker,Wu geng han
23673,Saving Grace,1 hour 33 minutes,6.9,19K,Mark Crowdy,Rookie of the Year
23674,Sister Act 3,not-released,no-rating,0,Karin Gist,NJPW G1 Climax 27: Day 8
23675,Madness in the Method,1 hour 39 minutes,5.6,2.2K,Dominic Burns,Paradise
23676,I Love You to Death,1 hour 37 minutes,6.4,15K,John Kostmayer,The last day of Loro Shestani
23677,Crimewave,1 hour 26 minutes,5.6,6K,Ethan Coen,Grilled Cheese Sandwich
23678,Play Dirty,not-released,no-rating,0,Anthony Bagarozzi,Yagyu Chronicles 1: Secret Scrolls
23679,Show Dogs,1 hour 32 minutes,3.8,4.7K,Max Botkin,The Rocky Horror Picture Show: Let's Do the Time Warp Again
23680,Wise Guys,1 hour 40 minutes,5.6,5.8K,George Gallo,Return of Lady Bond
23681,The Nut Job,1 hour 25 minutes,5.7,28K,Peter Lepeniotis,Russian Girls: Flirten auf Russisch
23682,Kind Hearts and Coronets,"$35,948",8,37K,Roy Horniman,Ilus on maa
23683,Quick Change,1 hour 29 minutes,6.8,21K,Bill Murray,Discreet Service
23684,Flypaper,1 hour 27 minutes,6.3,33K,Jon Lucas,Reliving Our Fast Times at Ridgemont High
23685,A Violent Man,not-released,4.9,513,Ross McCall,Cum Craving Teens 3
23686,Adventures of a Taxi Driver,not-released,4.2,702,Suzanne Mercer,"Faith, Hope & Charity"
23687,Multiple Maniacs,1 hour 31 minutes,6.6,3.7K,John Waters,Doctor's Orders
23688,The Utah Cabin Murders,1 hour 25 minutes,2.7,851,Andrew Jones,Dark Tales of Japan
23689,Another Thin Man,1 hour 43 minutes,7.4,7.3K,Frances Goodrich,War of the Planets
23690,El Camino Christmas,not-released,5.7,8.8K,Christopher Wehner,Die Apokalyptischen Reiter - Tobsucht
23691,Revenge of the Pink Panther,1 hour 39 minutes,6.6,22K,Frank Waldman,The Humpty Dumpty Man
23692,Our Lips Are Sealed,1 hour 29 minutes,5,4.9K,Elizabeth Kruger,Kauna‘oa
23693,Police Academy 6: City Under Siege,"$12,000,000 (estimated)",4.3,31K,Neal Israel,It's Nothing Personal
23694,Bachelor Night,not-released,3.5,1.7K,Jeff Newman,My Friend's Hot Mom 63
23695,Crazy on the Outside,1 hour 36 minutes,5.5,6.3K,Judd Pillot,A Corps Perdus
23696,One Night at McCool's,1 hour 33 minutes,6.2,31K,Stan Seidel,Mr. Electric
23697,Swimming with Sharks,"$700,000 (estimated)",7,24K,George Huang,The Last Promise
23698,Yellow Sky,1 hour 38 minutes,7.4,5.1K,Lamar Trotti,Der Handymörder
23699,Dorm Daze,"$56,127",4.6,7.9K,Scott Hillenbrand,Burrow
23700,Nice Dreams,"$33,982,504",6.1,7.6K,Tommy Chong,Todd Barry: Super Crazy
23701,Jamaica Inn,1 hour 38 minutes,6.3,10K,Sidney Gilliat,Aravani Girl
23702,Welcome to Collinwood,1 hour 26 minutes,6.3,15K,Joe Russo,Karuvarai Pookkal
23703,The Nut Job 2: Nutty by Nature,1 hour 31 minutes,5.5,6.6K,Scott Bindley,Benten Kozo
23704,Desperate Living,1 hour 30 minutes,7,5.4K,John Waters,More Together
23705,Undercover Blues,1 hour 30 minutes,6,9.4K,Ian Abrams,European Train Journeys
23706,Miss Nobody,1 hour 32 minutes,5.4,2K,Doug Steinberg,"Les Enfoiros, quel festival !"
23707,The Curse of the Jade Scorpion,1 hour 43 minutes,6.7,41K,Woody Allen,The AAF Comes of Age
23708,Monkey Trouble,1 hour 36 minutes,5.3,6.8K,Franco Amurri,Archival Films of Sri Ramana Maharshi
23709,Take the Money and Run,1 hour 25 minutes,7.2,30K,Woody Allen,Pingu in the City Hanataba wo okurou
23710,We're No Angels,1 hour 46 minutes,6.1,23K,David Mamet,Beach Casanova
23711,Fantomas,not-released,6.9,11K,Pierre Souvestre,Pornstar Confidential 3
23712,A Very Honorable Guy,not-released,6,200,Damon Runyon,Aanazhagan
23713,Legal Eagles,1 hour 56 minutes,6,11K,Ivan Reitman,Chvastúň
23714,Trail of the Pink Panther,1 hour 36 minutes,4.8,10K,Blake Edwards,Chopstick Kid
23715,Pure Luck,1 hour 36 minutes,5.8,7.1K,Francis Veber,C.H.A.O.S. - czyli początek wszystkiego
23716,The Big Bounce,1 hour 28 minutes,4.9,18K,Elmore Leonard,Turkish March: Castle of Dreams
23717,Ernest Goes to Jail,1 hour 21 minutes,5.4,9.5K,Charlie Cohen,Night attack
23718,Trapped in Paradise,1 hour 51 minutes,5.9,15K,George Gallo,Чего хотят мужчины
23719,8 Heads in a Duffel Bag,1 hour 35 minutes,5.4,10K,Tom Schulman,American Western
23720,My Mom's New Boyfriend,1 hour 59 minutes,5.2,12K,George Gallo,Good Neighbours
23721,Trailer Park Boys: The Movie,1 hour 35 minutes,7.1,13K,Mike Clattenburg,Notes on Guler
23722,Sky Pirates,not-released,6.8,66,C.M. Pennington-Richards,Kitchen Triptych
23723,The Lavender Hill Mob,"$10,945",7.5,14K,T.E.B. Clarke,A Day in Colour
23724,The Trainer,not-released,no-rating,0,Vito Schnabel,Скоро лето
23725,Blonde and Blonder,1 hour 35 minutes,2.8,3.7K,Bob Clark,Disney's Cinderella Tagalog dub
23726,The Singing Detective,"$8,000,000 (estimated)",5.4,8.6K,Dennis Potter,15th Anniversary MILIYAH BUDOKAN 2020
23727,It's a Wonderful World,not-released,6.9,3K,Ben Hecht,Franjinha e Milena em Busca da Ciência
23728,The Man with Bogart's Face,1 hour 46 minutes,6.2,600,Andrew J. Fenady,Cause: The Birth of Hero
23729,Curse of the Pink Panther,1 hour 49 minutes,4.3,6.1K,Blake Edwards,The Shepherd
23730,The Distinguished Gentleman,1 hour 52 minutes,5.9,16K,Marty Kaplan,3 days in the life of a squid
23731,Fletch Lives,1 hour 35 minutes,6.1,21K,Gregory McDonald,Raunch IV
23732,Two If by Sea,1 hour 36 minutes,5.2,5.9K,Denis Leary,Plague
23733,Without a Clue,1 hour 47 minutes,6.9,10K,Gary Murphy,My Microwave Massacre Memoirs
23734,Bones,1 hour 36 minutes,4.3,7.6K,Adam Simon,Eu vou de volta
23735,Adventures of a Plumber's Mate,not-released,4,583,Stephen D. Frances,My Dear Diary
23736,They Live by Night,1 hour 35 minutes,7.4,8.3K,Charles Schnee,悲情枪手
23737,Nuns on the Run,1 hour 29 minutes,5.9,8.3K,Jonathan Lynn,Almas Silenciosas
23738,The Day Shall Come,1 hour 27 minutes,5.8,3.8K,Jesse Armstrong,The Kleist File
23739,Whisky Galore!,1 hour 22 minutes,7.1,6K,Compton MacKenzie,Sentenced To Life
23740,Le gendarme de Saint-Tropez,1 hour 30 minutes,7.1,12K,Richard Balducci,Retratos
23741,Connie and Carla,1 hour 38 minutes,6.2,8.3K,Nia Vardalos,Las sombras de las lunas
23742,Small Time Crooks,1 hour 34 minutes,6.6,39K,Woody Allen,Azul Postizo
23743,Nay Varan Bhat Loncha Kon Nai Koncha,not-released,6.4,182,Prem Dharmadhikari,La carta
23744,Gone Fishin',1 hour 34 minutes,4.8,10K,Jill Mazursky,Springtime in the Rockies
23745,Super Troopers 3: Winter Soldiers,not-released,no-rating,0,Jay Chandrasekhar,Projection
23746,Stealing Harvard,1 hour 25 minutes,5.1,13K,Martin Hynes,A Perverted Point of View 9
23747,Cadillac Man,1 hour 37 minutes,5.7,14K,Ken Friedman,The Gift
23748,Amos & Andrew,1 hour 36 minutes,5.7,9.2K,E. Max Frye,Me/We
23749,Plump Fiction,1 hour 22 minutes,2.6,3.9K,Bob Koherr,Amazing Assgasms! Vol. 4
23750,Ghosts Can't Do It,1 hour 30 minutes,2.1,2.8K,John Derek,St John: The Longest Night
23751,The Adventure of Sherlock Holmes' Smarter Brother,1 hour 31 minutes,6,6.8K,Gene Wilder,Resurrection
23752,Once Upon a Time in London,"$1,567",5.5,8.5K,Will Gilbey,Cunning Coeds
23753,Her Alibi,1 hour 34 minutes,5.7,7.3K,Charlie Peters,Yadha Yadha Hi
23754,Another Stakeout,1 hour 48 minutes,5.6,14K,Jim Kouf,THE RETURN - Wapasi
23755,The Maiden Heist,1 hour 30 minutes,6,17K,Michael LeSieur,A Hidden Spy
23756,Trouble in Paradise,1 hour 23 minutes,8,15K,Samson Raphaelson,Frisky and Mannish: PopLab
23757,Clay Pigeons,1 hour 44 minutes,6.6,12K,Matthew L. Healy,Three Wishes for Jamie
23758,A Bucket of Blood,1 hour 6 minutes,6.7,6.9K,Charles B. Griffith,39-45 Nazi Propaganda: The Power of the Church
23759,After School Special,not-released,2.1,273,Joshua Barclay,Waiting on the World...
23760,Penelope,1 hour 37 minutes,6.2,1.9K,George Wells,Snow Jack
23761,Cop & ½,1 hour 37 minutes,4.1,8.8K,Arne Olsen,Weld
23762,Assassination of a High School President,"$11,500,000 (estimated)",6.2,16K,Kevin Jakubowski,Mamita vuelve
23763,Vice Academy,not-released,4.3,757,Rick Sloane,White Thunder
23764,Hummus Full Trailer,not-released,8,16,Yonatan Barak,Where the Cows Go
23765,"The Dating Game,",not-released,no-rating,0,Ian MacAllister McDonald,Mom's Cheating Ass
23766,The Man in the Net,not-released,6.1,636,Reginald Rose,Stacker
23767,Harum Scarum,1 hour 35 minutes,4.6,1.7K,Gerald Drayson Adams,Holden Motorsport Torana A9X
23768,Adulthood,1 hour 39 minutes,6.6,13K,Noel Clarke,"James Grundy, Buck and Wing"
23769,Zanox,not-released,7.9,184,Gábor Benö Baranyi,Nikki Brooks in Moving in With My Stepmom vol. 1
23770,Lila dit ça,1 hour 29 minutes,6.9,4.9K,Chimo,Meeeow.
23771,I'm in Love with a Church Girl,"$5,000,000 (estimated)",4.1,1.9K,Galley Molina,I'm in Away from Here
23772,Stage Struck,not-released,5.7,120,George Wallace Sayre,The Obsessions of Mariska
23773,Radioland Murders,1 hour 48 minutes,6.1,3.7K,George Lucas,Deep Inside Amy Fisher
23774,Downtown - Die nackten Puppen der Unterwelt,not-released,4.8,373,Christine Lembach,Familien Olsen
23775,Cry Uncle,1 hour 27 minutes,5.1,597,David Odell,Franco Battiato - Concerto di Baghdad
23776,American Blood,not-released,no-rating,0,See writer,Love Stories From Fukuoka 11: Kimi to miru keshiki
23777,Under Capricorn,1 hour 57 minutes,6.1,7.2K,John Colton,HAFF 2017 'Leader Film'
23778,Ordinary Decent Criminal,not-released,6.3,14K,Gerard Stembridge,I Am Clancy
23779,The Dirties,1 hour 23 minutes,6.8,7.1K,Josh Boles,追捕野狼帮
23780,Let's Kill Ward's Wife,1 hour 22 minutes,5.4,5.9K,Scott Foley,Exile
23781,Whistle Down the Wind,1 hour 39 minutes,7.6,3.4K,Mary Hayley Bell,"Some Do It for Money, Some Do It for Fun"
23782,Lowriders,1 hour 38 minutes,5.6,2.5K,Elgin James,Tradesman's Exit
23783,Detective Story,not-released,7.5,8.4K,Philip Yordan,Wiles
23784,Gilded Rage,not-released,no-rating,0,E. Max Frye,Black Men's 12 Inch Club 3
23785,Monsieur Verdoux,2 hours 4 minutes,7.8,17K,Charles Chaplin,Hey Oilers the Legend of Skyline
